import_ref;category_code;caseref;country;origin;type_code;alt_ref;responsible;filing_date;filing_num;registration_date;registration_num;publication_date;publication_num;expire_date;notes;parent_ref;import_ref;type_code;value;language;display_order;type_code;value;language;display_order;import_ref;actor_display_name;role;display_order;rate;actor_ref;date;import_ref;actor_display_name;role;display_order;rate;actor_ref;date;import_ref;actor_display_name;role;display_order;rate;actor_ref;date
IMP-246;TM;2022SYG01TM;FR;;;;admin;2022-12-01;4917788;;;2022-12-23;;2032-12-01;;;IMP-246;TIT;SYGMA;en;1;CL;4, 6, 9, 11, 12, 17, 19, 35, 37, 42;en;1;IMP-246;LEGALSPOT;CLI;1;;;;IMP-246;SYGMA ;OWN;1;;;;IMP-246;GHARBI;CNT;1;;;
IMP-247;TM;2022JCP01TM;FR;;;;admin;2002-04-03;3157209;;3157209;;;2032-04-03;;;IMP-247;TIT;JC PERIE;en;1;CL;9;en;1;IMP-247;JCP CREATIONS;CLI;1;;;;IMP-247;JCP CREATIONS;OWN;1;;;;IMP-247;PERIE;CNT;1;;;
IMP-248;TM;2022OUA01TM;FR;;;;admin;2022-12-19;4922370;;;;;2032-12-19;;;IMP-248;TIT;OUALOU;en;1;CL;30, 35, 41;en;1;IMP-248;JB Delage au nom de ;CLI;1;;;;IMP-248;JB Delage au nom de ;OWN;1;;;;IMP-248;DELAGE JB;CNT;1;;;
IMP-249;TM;2022CONF01TM;FR;;;;admin;2022-12-28;4924214;;;;;2032-12-28;;;IMP-249;TIT;CROUSTILOT;en;1;CL;30;en;1;IMP-249;CONFRERIE PAIN DU LOT;CLI;1;;;;IMP-249;CONFRERIE PAIN DU LOT;OWN;1;;;;IMP-249;;CNT;1;;;
IMP-250;TM;2022VIS02TM;UE;;;;admin;2023-01-27;18829775;;;;;2033-01-27;;;IMP-250;TIT;ONDOROO;en;1;CL;16, 39, 41, 43;en;1;IMP-250;VISITE PLUS;CLI;1;;;;IMP-250;VISITE PLUS;OWN;1;;;;IMP-250;SAGAZ;CNT;1;;;
IMP-251;TM;2023GRE01TM;FR;;;;admin;2023-02-09;4935556;;;;;2033-02-09;;;IMP-251;TIT;GREL TECH;en;1;CL;35, 37, 41;en;1;IMP-251;GREL TECH;CLI;1;;;;IMP-251;GREL TECH;OWN;1;;;;IMP-251;;CNT;1;;;
IMP-252;TM;2023GRE02TM;FR;;;;admin;2023-02-09;4935597;;;;;2033-02-09;;;IMP-252;TIT;GREL TECH (logo);en;1;CL;35, 37, 41;en;1;IMP-252;GREL TECH;CLI;1;;;;IMP-252;GREL TECH;OWN;1;;;;IMP-252;;CNT;1;;;
IMP-253;TM;;FR;;;;admin;2022-10-07;4903765;;;;;2032-10-07;;;IMP-253;TIT;NEOLOJI;en;1;CL;35, 36, 41, 42, 43;en;1;IMP-253;TECHNOPOLE GRAND POITIERS;CLI;1;;;;IMP-253;TECHNOPOLE GRAND POITIERS;OWN;1;;;;IMP-253;GATARD;CNT;1;;;
IMP-254;TM;;FR;;;;admin;2022-10-07;4903777;;;;;2032-10-07;;;IMP-254;TIT;NEOLOJI TECHNOPOLE;en;1;CL;35, 36, 41, 42, 43;en;1;IMP-254;TECHNOPOLE GRAND POITIERS;CLI;1;;;;IMP-254;TECHNOPOLE GRAND POITIERS;OWN;1;;;;IMP-254;GATARD;CNT;1;;;
IMP-255;TM;2023FCO01TM;FR;;;;admin;2023-02-20;4938583;;;;;;;;IMP-255;TIT;F COLLECTIVE;en;1;CL;35, 38, 41;en;1;IMP-255;LEGALSPOT;CLI;1;;;;IMP-255;LEGALSPOT;OWN;1;;;;IMP-255;GHARBI;CNT;1;;;
IMP-256;TM;2023JCP02TM;FR;;;;admin;2023-02-21;4939260;;;;;;;;IMP-256;TIT;JC PERIE;en;1;CL;6, 20, 21, 42;en;1;IMP-256;JCP CREATIONS;CLI;1;;;;IMP-256;JCP CREATIONS;OWN;1;;;;IMP-256;PERIE;CNT;1;;;
IMP-257;TM;2023VSB01TM;FR;;;;admin;2023-02-28;4941040;;;;;;;;IMP-257;TIT;OVERLAND;en;1;CL;12, 35, 39;en;1;IMP-257;OVERLAND ACCESSOIRES;CLI;1;;;;IMP-257;OVERLAND ACCESSOIRES;OWN;1;;;;IMP-257;;CNT;1;;;
IMP-258;TM;2023BOU05TM;FR;;;;admin;2023-03-17;4946400;;;;;;;;IMP-258;TIT;LBD (logo);en;1;CL;6, 9, 16, 17, 20, 21, 35;en;1;IMP-258;LES BOUCHAGES DELAGE;CLI;1;;;;IMP-258;LES BOUCHAGES DELAGE;OWN;1;;;;IMP-258;;CNT;1;;;
IMP-259;DM;2023JCP01DM;UE;;;;admin;2023-03-18;15014943;;;;;2028-03-18;;;IMP-259;TIT;4 modèles crucifix;en;1;CL;;en;1;IMP-259;JCP CREATIONS;CLI;1;;;;IMP-259;JCP CREATIONS;OWN;1;;;;IMP-259;PERIE;CNT;1;;;
IMP-260;TM;2023INO01TM;FR;;;;admin;2023-03-24;4948206;;;;;;;;IMP-260;TIT;INOMADS (logo);en;1;CL;12, 35, 39;en;1;IMP-260;INOMADS;CLI;1;;;;IMP-260;INOMADS;OWN;1;;;;IMP-260;;CNT;1;;;
IMP-261;TM;;WO;wo;;;admin;2023-03-27;;;;;;2033-03-27;;;IMP-261;TIT;LBD (logo);en;1;CL;6, 9, 16, 17, 20, 21, 35;en;1;IMP-261;LES BOUCHAGES DELAGE;CLI;1;;;;IMP-261;LES BOUCHAGES DELAGE;OWN;1;;;;IMP-261;;CNT;1;;;
IMP-262;TM;;US;wo;;;admin;2023-03-27;79377285;2024-06-18;7416652;;;2033-03-27;octroi;;IMP-262;TIT;LBD (logo);en;1;CL;6, 9, 16, 17, 20, 21, 35;en;1;IMP-262;BOUCHAGES DELAGE;CLI;1;;;;IMP-262;BOUCHAGES DELAGE;OWN;1;;;;IMP-262;;CNT;1;;;
IMP-263;TM;;UE;wo;;;admin;2023-03-27;;;;;;2033-03-27;;;IMP-263;TIT;LBD (logo);en;1;CL;6, 9, 16, 17, 20, 21, 35;en;1;IMP-263;LES BOUCHAGES DELAGE;CLI;1;;;;IMP-263;LES BOUCHAGES DELAGE;OWN;1;;;;IMP-263;;CNT;1;;;
IMP-264;TM;;UK;wo;;;admin;2023-03-27;;;;;;2033-03-27;;;IMP-264;TIT;LBD (logo);en;1;CL;6, 9, 16, 17, 20, 21, 35;en;1;IMP-264;LES BOUCHAGES DELAGE;CLI;1;;;;IMP-264;LES BOUCHAGES DELAGE;OWN;1;;;;IMP-264;;CNT;1;;;
IMP-265;TM;;US ;;;;admin;2023-03-17;97/844,335;;;;;;;;IMP-265;TIT;DELAGE;en;1;CL;6, 9, 16, 17, 20, 21, 35;en;1;IMP-265;LES BOUCHAGES DELAGE;CLI;1;;;;IMP-265;LES BOUCHAGES DELAGE;OWN;1;;;;IMP-265;;CNT;1;;;
IMP-266;TM;;FR;;;;admin;2023-03-31;4950110;2023-03-31;;;;2033-03-31;;;IMP-266;TIT;BIEN FAIT POUR TA COM (logo);en;1;CL;35, 41, 42;en;1;IMP-266;ON EST BIEN LA;CLI;1;;;;IMP-266;ON EST BIEN LA;OWN;1;;;;IMP-266;;CNT;1;;;
IMP-267;TM;;FR;;;;admin;2023-03-31;4950168;;;;;2033-03-31;;;IMP-267;TIT;KALVEĀ;en;1;CL;3;en;1;IMP-267;FERMENTALG;CLI;1;;;;IMP-267;FERMENTALG;OWN;1;;;;IMP-267;COURTIAU;CNT;1;;;
IMP-268;TM;;FR;;;;admin;2023-03-31;4950335;;;;;2033-03-31;;;IMP-268;TIT;ONCOVIEWLAB;en;1;CL;9, 37, 41, 44;en;1;IMP-268;CORTEX PRODUCTIONS;CLI;1;;;;IMP-268;CORTEX PRODUCTIONS;OWN;1;;;;IMP-268;KOCH;CNT;1;;;
IMP-269;TM;;FR;;;;admin;2023-03-31;4950266;;;;;;;;IMP-269;TIT;AKHAWATES;en;1;CL;16, 35, 41;en;1;IMP-269;LEGALSPOT;CLI;1;;;;IMP-269;Lilya BF ;OWN;1;;;;IMP-269;GHARBI;CNT;1;;;
IMP-270;TM;2023HPE05TM;FR;;;;admin;2023-04-05;4951835;;;;;;;;IMP-270;TIT;WINNCH;en;1;CL;7, 44;en;1;IMP-270;HPE;CLI;1;;;;IMP-270;HPE;OWN;1;;;;IMP-270;HIARD;CNT;1;;;
IMP-271;TM;2023HPE06TM;FR;;;;admin;2023-04-05;4951836;;;;;;;;IMP-271;TIT;Logo W;en;1;CL;7, 44;en;1;IMP-271;HPE;CLI;1;;;;IMP-271;HPE;OWN;1;;;;IMP-271;HIARD;CNT;1;;;
IMP-272;TM;;WO;wo;;;admin;2023-04-04;1742129;;1742129;;;2033-04-04;;;IMP-272;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-272;FERMENTALG;CLI;1;;;;IMP-272;FERMENTALG;OWN;1;;;;IMP-272;COURTIAU;CNT;1;;;
IMP-273;TM;;BR;wo;;;admin;2023-04-04;1742129;;;;;;taxe enregistrement payée nov 2024;;IMP-273;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-273;FERMENTALG;CLI;1;;;;IMP-273;FERMENTALG;OWN;1;;;;IMP-273;COURTIAU;CNT;1;;;
IMP-274;TM;;CL;wo;;;admin;2023-04-04;1742129;;;;;2033-04-04;octroi;;IMP-274;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-274;FERMENTALG;CLI;1;;;;IMP-274;FERMENTALG;OWN;1;;;;IMP-274;COURTIAU;CNT;1;;;
IMP-275;TM;;AU;wo;;;admin;2023-04-04;1742129;;;;;2033-04-04;octroi;;IMP-275;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-275;FERMENTALG;CLI;1;;;;IMP-275;FERMENTALG;OWN;1;;;;IMP-275;COURTIAU;CNT;1;;;
IMP-276;TM;;NZ;wo;;;admin;2023-04-04;1742129;;;;;2033-04-04;octroi;;IMP-276;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-276;FERMENTALG;CLI;1;;;;IMP-276;FERMENTALG;OWN;1;;;;IMP-276;COURTIAU;CNT;1;;;
IMP-277;TM;;MX;wo;;;admin;2023-04-04;1742129;2023-04-04;1742129;;;2033-04-04;Octroi ;;IMP-277;TIT;Fermentalg;en;1;CL;1, 5;en;1;IMP-277;FERMENTALG;CLI;1;;;;IMP-277;FERMENTALG;OWN;1;;;;IMP-277;COURTIAU;CNT;1;;;
IMP-278;TM;;ID;wo;;;admin;2023-04-04;1742129;;;;;2023-04-04;octroi;;IMP-278;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-278;FERMENTALG;CLI;1;;;;IMP-278;FERMENTALG;OWN;1;;;;IMP-278;COURTIAU;CNT;1;;;
IMP-279;TM;;IL;wo;;;admin;2023-04-04;1742129;;;;;2033-04-04;octroi;;IMP-279;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-279;FERMENTALG;CLI;1;;;;IMP-279;FERMENTALG;OWN;1;;;;IMP-279;COURTIAU;CNT;1;;;
IMP-280;TM;;TQ;wo;;;admin;2023-04-04;1742129;;;;;2033-04-04;en cours;;IMP-280;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-280;FERMENTALG;CLI;1;;;;IMP-280;FERMENTALG;OWN;1;;;;IMP-280;COURTIAU;CNT;1;;;
IMP-281;TM;;IN;wo;;;admin;2023-04-04;1742129;;;;;2033-04-04;octroi;;IMP-281;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-281;FERMENTALG;CLI;1;;;;IMP-281;FERMENTALG;OWN;1;;;;IMP-281;COURTIAU;CNT;1;;;
IMP-282;TM;;SG;wo;;;admin;2023-04-04;1742129;;;;;2033-04-04;octroi;;IMP-282;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-282;FERMENTALG;CLI;1;;;;IMP-282;FERMENTALG;OWN;1;;;;IMP-282;COURTIAU;CNT;1;;;
IMP-283;TM;2023VIS03TM;FR;;;;admin;2023-04-11;4953187;;;;;2033-04-11;;;IMP-283;TIT;LOTOIS ET MOI;en;1;CL;8, 9, 14, 16, 18, 20, 21, 24, 25, 28;en;1;IMP-283;VISITE PLUS;CLI;1;;;;IMP-283;VISITE PLUS;OWN;1;;;;IMP-283;SAGAZ;CNT;1;;;
IMP-284;TM;2023MHW19TM;KR;;;;admin;2023-04-11;40-2023-0064497;2025-02-17;40-2316554;;;2035-02-17;;;IMP-284;TIT;DI (fig);en;1;CL;3, 5;en;1;IMP-284;MHW;CLI;1;;;;IMP-284;MHW;OWN;1;;;;IMP-284;;CNT;1;;;
IMP-285;TM;2023DRI01TM;FR;;;;admin;2023-04-19;4955251;;;;;;;;IMP-285;TIT;DRIVE BETON (logo);en;1;CL;7, 12, 19, 35, 37;en;1;IMP-285;DRIVE BETON;CLI;1;;;;IMP-285;DRIVE BETON;OWN;1;;;;IMP-285;;CNT;1;;;
IMP-286;TM;2023SAG03TM;FR;;;;admin;2013-04-29;4002534;2013-04-29;4002534;;;2033-04-29;;;IMP-286;TIT;L'ATELIER DE LA FRAISE;en;1;CL;29, 30, 32, 33;en;1;IMP-286;PHILIPPE SAGAZ;CLI;1;;;;IMP-286;PHILIPPE SAGAZ;OWN;1;;;;IMP-286;SAGAZ;CNT;1;;;
IMP-287;TM;2023MEN03TM;WO;wo;;;admin;2023-04-25;1743842;;;;;2033-04-25;;;IMP-287;TIT;VAUBAN 128;en;1;CL;35, 41, 42, 45;en;1;IMP-287;VAUBAN 128;CLI;1;;;;IMP-287;VAUBAN 128;OWN;1;;;;IMP-287;MENARD;CNT;1;;;
IMP-288;TM;;UK;wo;;;admin;2023-04-25;;;;;;2033-04-25;octroi;;IMP-288;TIT;VAUBAN 128;en;1;CL;35, 41, 42, 45;en;1;IMP-288;VAUBAN 128;CLI;1;;;;IMP-288;VAUBAN 128;OWN;1;;;;IMP-288;MENARD;CNT;1;;;
IMP-289;TM;;UE;wo;;;admin;2023-04-25;;;;;;2033-04-25;octroi;;IMP-289;TIT;VAUBAN 128;en;1;CL;35, 41, 42, 45;en;1;IMP-289;VAUBAN 128;CLI;1;;;;IMP-289;VAUBAN 128;OWN;1;;;;IMP-289;MENARD;CNT;1;;;
IMP-290;TM;2023MEN04TM;WO;wo;;;admin;2023-04-25;1743956;;;;;2033-04-25;;;IMP-290;TIT;VAUBAN 128 (logo);en;1;CL;35, 41, 42, 45;en;1;IMP-290;VAUBAN 128;CLI;1;;;;IMP-290;VAUBAN 128;OWN;1;;;;IMP-290;MENARD;CNT;1;;;
IMP-291;TM;;UK;wo;;;admin;2023-04-25;;;;;;2033-04-25;octroi;;IMP-291;TIT;VAUBAN 128 (logo);en;1;CL;35, 41, 42, 45;en;1;IMP-291;VAUBAN 128;CLI;1;;;;IMP-291;VAUBAN 128;OWN;1;;;;IMP-291;MENARD;CNT;1;;;
IMP-292;TM;;UE;wo;;;admin;2023-04-25;;;;;;2033-04-25;octroi;;IMP-292;TIT;VAUBAN 128 (logo);en;1;CL;35, 41, 42, 45;en;1;IMP-292;VAUBAN 128;CLI;1;;;;IMP-292;VAUBAN 128;OWN;1;;;;IMP-292;MENARD;CNT;1;;;
IMP-293;TM;;PE ;;;;admin;2023-04-28;17662-2023;;;;;2033-04-28;enregistrée;;IMP-293;TIT;FERMENTALG;en;1;CL;1, 5;en;1;IMP-293;FERMENTALG;CLI;1;;;;IMP-293;FERMENTALG;OWN;1;;;;IMP-293;COURTIAU;CNT;1;;;
IMP-294;TM;2023COR01TM;FR;;;;admin;2023-05-16;4962245;;;;;;;;IMP-294;TIT;CORDEE+;en;1;CL;9, 35, 36, 38, 42;en;1;IMP-294;CORDEE+;CLI;1;;;;IMP-294;CORDEE+;OWN;1;;;;IMP-294;;CNT;1;;;
IMP-295;TM;2023DET01TM;FR;;;;admin;2023-06-09;4968237;;;;;;;;IMP-295;TIT;HARMONIZEL;en;1;CL;9, 10, 14, 42, 44;en;1;IMP-295;GALONNIER;CLI;1;;;;IMP-295;GALONNIER;OWN;1;;;;IMP-295;;CNT;1;;;
IMP-296;TM;2023CALYS01TM;FR;;;;admin;2023-06-16;4970236;;;;;;;;IMP-296;TIT;EXPAT RENTING (logo);en;1;CL;35, 36, 37, 39, 41, 42, 43;en;1;IMP-296;CALYSEMO;CLI;1;;;;IMP-296;CALYSEMO;OWN;1;;;;IMP-296;;CNT;1;;;
IMP-297;TM;2023HOL01TM;FR;;;;admin;2023-06-16;4970066;;;;;;;;IMP-297;TIT;HOLI MAMA;en;1;CL;9, 35, 38, 41, 44;en;1;IMP-297;LEGALSPOT;CLI;1;;;;IMP-297;LEGALSPOT;OWN;1;;;;IMP-297;GHARBI;CNT;1;;;
IMP-298;TM;2023JAC01TM;FR;;;;admin;2023-07-12;4977098;;;;;;;;IMP-298;TIT;JACKLIN LANGUAGE (logo);en;1;CL;16, 41, 42;en;1;IMP-298;LEGALSPOT;CLI;1;;;;IMP-298;JACKLIN Phillip;OWN;1;;;;IMP-298;GHARBI;CNT;1;;;
IMP-299;TM;2023GAP01TM;FR;;;;admin;2023-07-24;4979704;;;2023-08-18;;;;;IMP-299;TIT;WELLCOB;en;1;CL;7, 9, 35, 37;en;1;IMP-299;GAPE ;CLI;1;;;;IMP-299;GAPE ;OWN;1;;;;IMP-299;;CNT;1;;;
IMP-300;TM;2023NAU01TM;FR;;;;admin;2023-07-25;4979998;;;2023-08-18;;;;;IMP-300;TIT;RESERVE CREATIVE;en;1;CL;41;en;1;IMP-300;Laurent NAUDIER;CLI;1;;;;IMP-300;Laurent NAUDIER;OWN;1;;;;IMP-300;NAUDIER;CNT;1;;;
IMP-301;TM;2023AGI01TM;FR;;;;admin;2023-07-25;4980152;;;2023-08-18;;;;;IMP-301;TIT;PIC WOOD;en;1;CL;19, 35, 40;en;1;IMP-301;AGIBOX;CLI;1;;;;IMP-301;AGIBOX;OWN;1;;;;IMP-301;;CNT;1;;;
IMP-302;TM;2023AMB02TM;FR;;;;admin;2023-09-11;4989818;;;;;;;;IMP-302;TIT;MADAME EMOTIONS;en;1;CL;35, 41;en;1;IMP-302;Déborah CHAPEL ;CLI;1;;;;IMP-302;Déborah CHAPEL ;OWN;1;;;;IMP-302;CHAPEL;CNT;1;;;
IMP-303;TM;2023BBW01TM;FR;;;;admin;2023-09-29;4994635;;;;;;;;IMP-303;TIT;MOTOPASS;en;1;CL;9, 18;en;1;IMP-303;BBWORKERS;CLI;1;;;;IMP-303;BBWORKERS;OWN;1;;;;IMP-303;;CNT;1;;;
IMP-304;TM;2023MHW20TM;FR;;;;admin;2023-06-12;4968666;;;;;;;;IMP-304;TIT;HN7C (logo);en;1;CL;3, 5;en;1;IMP-304;MHW;CLI;1;;;;IMP-304;MHW;OWN;1;;;;IMP-304;;CNT;1;;;
IMP-305;TM;2023IMP01TM;FR;;;;admin;2023-10-26;5001712;;;;;;;;IMP-305;TIT;IMPACT & PROSPECTIVE;en;1;CL;35, 36, 41, 42;en;1;IMP-305;IMPACT & PROSPECTIVE;CLI;1;;;;IMP-305;IMPACT & PROSPECTIVE;OWN;1;;;;IMP-305;;CNT;1;;;
IMP-306;TM;2023IMP02TM;FR;;;;admin;2023-10-26;5001718;;;;;;;;IMP-306;TIT;I-PROSPECTIVE;en;1;CL;35, 36, 41, 42;en;1;IMP-306;IMPACT & PROSPECTIVE;CLI;1;;;;IMP-306;IMPACT & PROSPECTIVE;OWN;1;;;;IMP-306;;CNT;1;;;
IMP-307;TM;;UK;;;;admin;2008-07-17;;2008-07-17;UK00907096761;;;2028-07-17;;;IMP-307;TIT;IODUS (logo);en;1;CL;18, 24, 25;en;1;IMP-307;MODE ET COMPAGNIE;CLI;1;;;;IMP-307;MODE ET COMPAGNIE;OWN;1;;;;IMP-307;POMMIER;CNT;1;;;
IMP-308;TM;;UK;;;;admin;2019-06-26;;2019-06-26;UK00918086587;;;2029-06-26;;;IMP-308;TIT;COMPAGNIE DU SOLEIL;en;1;CL;24, 25;en;1;IMP-308;MODE ET COMPAGNIE;CLI;1;;;;IMP-308;MODE ET COMPAGNIE;OWN;1;;;;IMP-308;POMMIER;CNT;1;;;
IMP-309;TM;;UK;;;;admin;2019-06-26;;2019-06-26;UK00918087691;;;2029-06-26;;;IMP-309;TIT;BIKINI BAR;en;1;CL;24, 25;en;1;IMP-309;MODE ET COMPAGNIE;CLI;1;;;;IMP-309;MODE ET COMPAGNIE;OWN;1;;;;IMP-309;POMMIER;CNT;1;;;
IMP-310;TM;2023MYF01TM;FR;;;;admin;2023-11-16;5006755;;;;;2033-11-16;;;IMP-310;TIT;CRODEQ;en;1;CL;9, 35, 38, 39, 45;en;1;IMP-310;MY FINDER;CLI;1;;;;IMP-310;MY FINDER;OWN;1;;;;IMP-310;;CNT;1;;;
IMP-311;TM;2023CALY02TM;UE;;;;admin;2023-12-11;;;;;;;;;IMP-311;TIT;EXPAT RENTING (logo);en;1;CL;35, 36, 37, 39, 41, 42, 43;en;1;IMP-311;CALYSEMO;CLI;1;;;;IMP-311;CALYSEMO;OWN;1;;;;IMP-311;;CNT;1;;;
IMP-312;TM;2023BIE01TM;FR;;;;admin;2023-12-20;;;;;;2033-12-20;;;IMP-312;TIT;LES BIERONAUTES;en;1;CL;32, 35, 40, 41, 43;en;1;IMP-312;CANEZZA / LESCOUARCH;CLI;1;;;;IMP-312;CANEZZA / LESCOUARCH;OWN;1;;;;IMP-312;LESCOUARCH;CNT;1;;;
IMP-313;TM;2023LEA01TM;FR;;;;admin;2024-01-04;5018753;;;;;2034-01-04;;;IMP-313;TIT;LEADYLE;en;1;CL;35, 41;en;1;IMP-313;LEADYLE;CLI;1;;;;IMP-313;LEADYLE;OWN;1;;;;IMP-313;;CNT;1;;;
IMP-314;TM;;FR;;;;admin;2024-02-01;5026515;;;;;2034-02-01;;;IMP-314;TIT;LES JARDINS DE L'IMAGINAIRE;en;1;CL;39, 41, 44;en;1;IMP-314;LEGALSPOT;CLI;1;;;;IMP-314;LES JARDINS DE L IMAGINAIRE;OWN;1;;;;IMP-314;GHARBI;CNT;1;;;
IMP-315;TM;;FR;;;;admin;2027-04-26;4358587;2027-04-26;4358587;;;2027-04-26;;;IMP-315;TIT;LES JARDINS DE L'IMAGINAIRE;en;1;CL;3, 4, 8, 14, 16, 18, 20, 21, 24, 25, 26, 27, 28, 30, 31, 32, 34, 43;en;1;IMP-315;LEGALSPOT;CLI;1;;;;IMP-315;LES JARDINS DE L IMAGINAIRE;OWN;1;;;;IMP-315;GHARBI;CNT;1;;;
IMP-316;TM;2024LIL04TM;FR;;;;admin;2024-02-21;5032469;;;;;2034-02-21;;;IMP-316;TIT;ISALYA;en;1;CL;16, 41;en;1;IMP-316;LEGALSPOT;CLI;1;;;;IMP-316;Lilya BF ;OWN;1;;;;IMP-316;GHARBI;CNT;1;;;
IMP-317;TM;2024GRI01TM;FR;;;;admin;2024-03-07;5036347;;;;;2034-03-07;;;IMP-317;TIT;GRIOT;en;1;CL;9, 35, 41, 42;en;1;IMP-317;GR-IOT CONSEIL;CLI;1;;;;IMP-317;GR-IOT CONSEIL;OWN;1;;;;IMP-317;GHARBI;CNT;1;;;
IMP-318;TM;2024RHE02TM;FR;;;;admin;2024-03-04;5035502;;;;;2034-03-04;;;IMP-318;TIT;RHESO.TECH;en;1;CL;36, 39, 43;en;1;IMP-318;RHESO.TECH;CLI;1;;;;IMP-318;RHESO.TECH;OWN;1;;;;IMP-318;;CNT;1;;;
IMP-319;TM;2024EST01TM;FR;;;;admin;2024-03-11;5037477;;;;;2034-03-11;;;IMP-319;TIT;ATELIER EST&EL PARIS;en;1;CL;14, 18, 25, 35;en;1;IMP-319;Mmes GAREM et SELLAM;CLI;1;;;;IMP-319;Mmes GAREM et SELLAM;OWN;1;;;;IMP-319;;CNT;1;;;
IMP-320;tm;2024POP02TM;FR;;;;admin;2024-03-12;5038068;;;;;2034-03-12;;;IMP-320;TIT;POPITA;en;1;CL;39, 41, 43;en;1;IMP-320;POPITA;CLI;1;;;;IMP-320;POPITA;OWN;1;;;;IMP-320;;CNT;1;;;
IMP-321;TM;2024BBW02TM;WO;wo;;;admin;2024-04-09;;;;;;2034-04-09;;;IMP-321;TIT;COMPARK;en;1;CL;6, 9, 19;en;1;IMP-321;BBWORKERS;CLI;1;;;;IMP-321;BBWORKERS;OWN;1;;;;IMP-321;;CNT;1;;;
IMP-322;TM;2024BBW02TM;UE;wo;;;admin;2024-04-09;;;;;;;;;IMP-322;TIT;COMPARK;en;1;CL;6, 9, 19;en;1;IMP-322;BBWORKERS;CLI;1;;;;IMP-322;BBWORKERS;OWN;1;;;;IMP-322;;CNT;1;;;
IMP-323;TM;2024BBW02TM;CH;wo;;;admin;2024-04-09;;;;;;2034-04-09;octroi;;IMP-323;TIT;COMPARK;en;1;CL;6, 9, 19;en;1;IMP-323;BBWORKERS;CLI;1;;;;IMP-323;BBWORKERS;OWN;1;;;;IMP-323;;CNT;1;;;
IMP-324;TM;;FR;;;;admin;2006-05-31;3432502;;;;;2026-05-31;;;IMP-324;TIT;COMPARK;en;1;CL;6, 9, 19;en;1;IMP-324;BBWORKERS;CLI;1;;;;IMP-324;BBWORKERS;OWN;1;;;;IMP-324;;CNT;1;;;
IMP-325;TM;;FR;;;;admin;2006-05-31;3432503;;;;;2026-05-31;;;IMP-325;TIT;COMPARK (logo);en;1;CL;6, 9, 19;en;1;IMP-325;BBWORKERS;CLI;1;;;;IMP-325;BBWORKERS;OWN;1;;;;IMP-325;;CNT;1;;;
IMP-326;TM;2024COL01TM;FR;;;;admin;2024-04-10;5046270;;;;;;;;IMP-326;TIT;REIFY;en;1;CL;1, 5, 29, 30, 32, 41, 43, 44;en;1;IMP-326;REIFY NUTRITION;CLI;1;;;;IMP-326;REIFY NUTRITION;OWN;1;;;;IMP-326;;CNT;1;;;
IMP-327;TM;2024MYF02TM;WO;wo;;;admin;2024-05-16;;;;;;2034-05-16;;;IMP-327;TIT;CRODEQ;en;1;CL;9, 35, 38, 39, 45;en;1;IMP-327;MY FINDER;CLI;1;;;;IMP-327;MY FINDER;OWN;1;;;;IMP-327;;CNT;1;;;
IMP-328;TM;2024MYF02TM;UE;wo;;;admin;2024-05-16;;;;;;2034-05-16;octroi;;IMP-328;TIT;CRODEQ;en;1;CL;9, 35, 38, 39, 45;en;1;IMP-328;MY FINDER;CLI;1;;;;IMP-328;MY FINDER;OWN;1;;;;IMP-328;;CNT;1;;;
IMP-329;TM;2024MYF02TM;CH;wo;;;admin;2024-05-16;;;;;;2034-05-16;octroi;;IMP-329;TIT;CRODEQ;en;1;CL;9, 35, 38, 39, 45;en;1;IMP-329;MY FINDER;CLI;1;;;;IMP-329;MY FINDER;OWN;1;;;;IMP-329;;CNT;1;;;
IMP-330;TM;2024MYF02TM;UK;wo;;;admin;2024-05-16;;;;;;2034-05-16;octroi;;IMP-330;TIT;CRODEQ;en;1;CL;9, 35, 38, 39, 45;en;1;IMP-330;MY FINDER;CLI;1;;;;IMP-330;MY FINDER;OWN;1;;;;IMP-330;;CNT;1;;;
IMP-331;TM;2024MYF02TM;US;wo;;;admin;2024-05-16;;;;;;;notif en cours;;IMP-331;TIT;CRODEQ;en;1;CL;9, 35, 38, 39, 45;en;1;IMP-331;MY FINDER;CLI;1;;;;IMP-331;MY FINDER;OWN;1;;;;IMP-331;;CNT;1;;;
IMP-332;TM;2024MYF02TM;IN;wo;;;admin;2024-05-16;;;;;;;;;IMP-332;TIT;CRODEQ;en;1;CL;9, 35, 38, 39, 45;en;1;IMP-332;MY FINDER;CLI;1;;;;IMP-332;MY FINDER;OWN;1;;;;IMP-332;;CNT;1;;;
